date,user,url
07/05/21, Bodybuilder,https://ncase.me/sim/?lz=N4IgtgpgLghiBcoAmEDOBjATgSwA5WwHsA7BEQXg3AMPYAIB1CAG3UMmqkOoFExCArbagGVsYAK4MY7TAEJqVADrFFACQiYIAclTVULCNQgAPGGFwM0bDqlwxMAa2oBPQqMzURMAObZikosXhqAApmXEcAWhtUKH0GHzttACNGQgB3AEpFRXJAUl3qADFCdWiC7GLgqAALbG0SfWdRDXUdCAgfT2lM4iDABMJqAGEAGQBJfoBpahI2Sv1PHCRLaiwISX0YagAzMogu7MAAna5cbBQwbHRURUqoKFxUeAB6e+J0GFQIADpIe9QRe4B+VAAXh+6DsWWIgB4NwAc+wMSKkYI4tNQAOImfSEDbUQbYDYQS7XW4PJ4vN6fCDfX4AwHMYjwxzg8iAFl3qAAhcIALQGM1OLwYQiOmBgDAuxCuNzuj2erw+Xx+YH+QMSAC8GYBOHaE6BmDDixE8SMEEDmhr8UwAsoQUAx8eKiVLSbLKUCMFqdZ5wYA+DcAUbvUAAK6iQkiK4T9EEc1HNluthMlJJl5LlCsBuHU9KUkMAa-u+zCEdAQJCuIUMMPIiDENSrBYslaatBRiXE6VkinyqnJGCahmABD3qABtFkSYgOYRgAC6FQ4YBgdnqLjcaWIXTF0Yb9vjjsBiQHYLTAE0XEsYMQDEhsFBpvoYoYzz5qABBAByO8mmKqaAvRigiUIhjQABp3M8DCiCeurTDUkxlu8XKHp4F4zNQmDiBYABkBg8Pw1DJAwaSLJO07UGWqQ6CIqBQfkPiFo4-4NAeR6CLeABqnDUIeCyCMot4AErMQ0bhyu84LKDAABu+gbKIxCyBCgCR+yAv4gEggqpAgABM8kbLcCAAMwAAzyWYCIIFAiEQAAvvJ0SrKgCA9qAxwIHpIBnCQZBySAviQGQECmFAYbWIQUBue2BAkNZ8C2SAvm4BAZA4gA+oKxBICwbnJoQiQwIk2BxL5DnvDpOlafJwX+GFEVRTF8AgJ4hBxewcWWTEbmNRAwwACIIAAjMV6AhcQZUjqZg0jvJKAYDg+D+GQyLZqk2jGa0pEgOZdlIF18nOaQVUQoATPtuR5lWReoMU9X1ZWgBVsUbAlrEpfp2YZVlOWOHlBU6d1IAlaFNkXY40VkDVdW1S1zWwDE7WqadpU2cNK2RX9h3xWW2CeJUX6YM1KNbSAAB8gL7aIYDrSALUQ-Aamfb10Phb9-1VYD9UgxZYOtR15NQ994WwyNCloFgeB9WQ-SSDWtRHlszQ4tQ1RnokYZxKjUDEO0-5FO4mLrMjqPo0iUwSx8y2-qtkNOTSZC5PtaJkPrQVU5zEWk2zjmXfTtWMyzttnTDQ2jXzE2C1VLKuP1LF0u8y086kRQMGtiAgKIuABk1VVyuIsBli41nyVraNFJUhAWmQPBFCdIBpbgRRezTJMs2Tjk2JgUBhZ1BVw47xMN03Dlt7XbMU53YU6T7JPYEqlWgKkxxVAgAAsjkzCjVzaVppmr0AA
07/05/21, Astitv,https://inis.iaea.org/collection/NCLCollectionStore/_Public/20/013/20013339.pdf
07/05/21, Astitv,https://www.emojicode.org/
08/05/21, Bodybuilder,https://distill.pub/selforg/2021/adversarial/
08/05/21, Bodybuilder,https://generative-unfoldings.mit.edu/works/hexells/view.html
08/05/21, Astitv,https://distill.pub/selforg/2021/textures/
08/05/21, Bodybuilder,https://github.com/znah/hexells//
08/05/21, Bodybuilder,https://asdfghjkkjhas.tiiny.site
08/05/21, Astitv,https://hexells.surge.sh
08/05/21, Bodybuilder,https://w3techs.com/sites/info/znah.net
08/05/21, Bodybuilder,http://www.w3.org/Graphics/SVG/1.1/DTD/svg11.dtd
08/05/21, Astitv,https://docs.ipfs.io/how-to/websites-on-ipfs/multipage-website/
08/05/21, Pratham CSE MUJ,https://www.youtube.com/watch?v=CFD_8oDxw1k&list=LL&index=10
08/05/21, Bodybuilder,https://github.com/hicetnunc2000/hicetnunc/wiki/Interactive-OBJKTs
08/05/21, Bodybuilder,https://github.com/hicetnunc2000/hicetnunc/tree/develop/templates/html-template
08/05/21, Bodybuilder,https://github.com/hicetnunc2000/hicetnunc/tree/main/templates/html-template
08/05/21, Astitv,https://p5js.org/examples/simulate-brownian-motion.html
12/05/21, Bodybuilder,https://cloudflare-ipfs.com/ipfs/QmWMZAQ2thNsPskV6tr7KzVYMb4qJ4oFURNEzhdUJezKNq/
12/05/21, Astitv,https://cloudflare-ipfs.com/ipfs/QmWMZAQ2thNsPskV6tr7KzVYMb4qJ4oFURNEzhdUJezKNq/main.js?a475656b049a62321ab1
12/05/21, Astitv,https://blog.ipfs.io/2020-10-30-dht-hardening/
12/05/21, Astitv,https://safenetwork.tech/
12/05/21, Astitv,https://www.youtube.com/watch?v=8dh9WUQODMQ
17/05/21, Bodybuilder,https://github.com/mattdesl/canvas-sketch
17/05/21, Astitv,http://weavesilk.com/
17/05/21, Astitv,https://haxiomic.github.io/GPU-Fluid-Experiments/html5/
17/05/21, Astitv,https://williamngan.github.io/pt/demo/index.html?name=color.LABtoRGB
17/05/21, Astitv,http://linify.me/
17/05/21, Bodybuilder,https://ptsjs.org
17/05/21, Bodybuilder,http://williamngan.github.io/kubist/
17/05/21, Bodybuilder,https://www.complexity-explorables.org/e
17/05/21, Bodybuilder,https://github.com/mattdesl/workshop-p5-intro
17/05/21, Bodybuilder,https://reindre.org/post/648643236307648512
17/05/21, Astitv,https://benjamincongdon.me/blog/2019/03/07/Generative-Doodling/progress.gif
17/05/21, Astitv,https://inconvergent.net/
18/05/21, Bodybuilder,http://www.thepaintingfool.com/papers/index.html
18/05/21, Bodybuilder,http://ccg.doc.gold.ac.uk/simoncolton/
18/05/21, Astitv,http://usefuljs.net/fractals/
18/05/21, Astitv,https://sciencevsmagic.net/fractal/
18/05/21, Astitv,https://zimjs.com/genpen/
19/05/21, Pratham CSE MUJ,https://www.generativeart.com
19/05/21, Pratham CSE MUJ,https://aiartists.org/generative-art-design
19/05/21, Bodybuilder,https://katharinabrunner.de/software-portfolio/
19/05/21, Bodybuilder,https://zimjs.com/art.html
19/05/21, Bodybuilder,https://left.gallery/work/Mutant-Garden-Autobreeder
19/05/21, Pratham CSE MUJ,https://artsandculture.google.com
19/05/21, Pratham CSE MUJ,https://veefriends.com/collectibles/aspiring-alpaca
22/05/21, Bodybuilder,https://twitter.com/mathmakesart/status/1385369645205569540?s=21
27/05/21, Bodybuilder,https://www.youtube.com/c/Slackermanz
27/05/21, Bodybuilder,https://www.youtube.com/channel/UCVKd54HEE0IkWWi4fbbs8_Q
27/05/21, Bodybuilder,https://twitter.com/ClementPirelli
27/05/21, Bodybuilder,https://direct.mit.edu/artl/article/25/2/207/2924/Evolutionary-Innovations-and-Where-to-Find-Theme
27/05/21, Bodybuilder,https://direct.mit.edu/artl/article/25/2/207/2924/Evolutionary-Innovations-and-Where-to-Find-Them
27/05/21, Bodybuilder,https://www.sciencedirect.com/science/article/pii/S136759312100051X
27/05/21, Astitv,https://distill.pub/2020/selforg/
27/05/21, Astitv,https://github.com/distillpub/post--selforg-textures
27/05/21, Astitv,https://github.com/distillpub/post--selforg-adversarial
27/05/21, Astitv,https://github.com/distillpub/post--selforg-mnist
27/05/21, Astitv,https://github.com/distillpub/post--growing-ca
27/05/21, Bodybuilder,https://github.com/distillpub/post--selforg-textures
27/05/21, Astitv,https://www.youtube.com/watch?v=8dh9WUQODMQ
27/05/21, Bodybuilder,https://github.com/carricktel?tab=repositories
27/05/21, Bodybuilder,https://en.wikipedia.org/wiki/Quantum_dot_cellular_automaton
27/05/21, Bodybuilder,https://github.com/carricktel?tab=repositories
27/05/21, Astitv,https://www.slideshare.net/swatichauhan133/training-of-cellular-automata-for-image-processing
27/05/21, Bodybuilder,https://www.dropbox.com/scl/fi/m204d8wv8nqk3mm0iirzm/Untitled-4.paper?dl=0&rlkey=6feshzk29ccim7cvepdjd3850
27/05/21, Astitv,https://arxiv.org/pdf/0711.2478.pdf
27/05/21, Astitv,https://www.youtube.com/watch?v=7GVsXc8MPqU
27/05/21, Astitv,https://arxiv.org/abs/1812.05433
27/05/21, Astitv,https://chakazul.github.io/lenia.html
27/05/21, Astitv,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.133.9980&rep=rep1&type=pdf
27/05/21, Astitv,https://openreview.net/forum?id=rABUmU3ulQh
28/05/21, Bodybuilder,https://www.youtube.com/watch?v=XVmzGW293bI
28/05/21, Astitv,https://www.dropbox.com/scl/fi/m204d8wv8nqk3mm0iirzm/Neural-Cellular-Automata.paper?dl=0&rlkey=6feshzk29ccim7cvepdjd3850
28/05/21, Bodybuilder,https://en.wikipedia.org/wiki/Reversible_cellular_automaton
28/05/21, Astitv,https://arxiv.org/pdf/1602.01510.pdf
28/05/21, Astitv,https://www.researchgate.net/publication/331684856_A_Hybrid_Reinforcement_Learning_and_Cellular_Automata_Model_for_Crowd_Simulation_on_the_GPU
22/06/21, Bodybuilder,https://www.youtube.com/watch?v=gBVVBW-HDz4
10/07/21, Bodybuilder,https://arxiv.org/abs/2106.15240
10/07/21, Astitv,https://arxiv.org/abs/2103.08737
10/07/21, Bodybuilder,https://worldmodels.github.io
10/07/21, Astitv,https://arxiv.org/abs/2101.09721
10/07/21, Bodybuilder,https://sites.google.com/view/kinn2021/CFP?authuser=0
11/07/21, Bodybuilder,https://github.com/hardmaru/WorldModelsExperiments
11/07/21, Bodybuilder,https://us05web.zoom.us/j/6098740990?pwd=VThveHNjMi9Ra3V2cE9qVHBSVElvQT09
11/07/21, Bodybuilder,https://www.youtube.com/watch?v=udPY5rQVoW0
11/07/21, Bodybuilder,https://deepmind.com/research/publications/episodic-curiosity-through-reachability
11/07/21, Astitv,https://arxiv.org/abs/2008.10399
11/07/21, Bodybuilder,https://ojs.aaai.org//index.php/AIIDE/article/view/7485
11/07/21, Astitv,https://arxiv.org/abs/2102.12463
11/07/21, Bodybuilder,https://github.com/miguelgondu/BlendCVAE/blob/master/generate_cvae.ipynb
11/07/21, Bodybuilder,https://www.youtube.com/watch?v=NObqDuPuk7Q
11/07/21, Bodybuilder,https://github.com/TheHedgeify/mario-gan
11/07/21, Bodybuilder,https://arxiv.org/pdf/1805.00728.pdf
11/07/21, Bodybuilder,https://github.com/TheHedgeify/mario-gan
11/07/21, Bodybuilder,https://www.miguelgondu.com/assets/massive_latent_space_2d.png
11/07/21, Bodybuilder,https://ieee-cog.org/2020/papers/paper_288.pdf
11/07/21, Bodybuilder,https://github.com/icaros-usc/MarioGAN-LSI
11/07/21, Bodybuilder,https://github.com/hardmaru/WorldModelsExperiments
11/07/21, Bodybuilder,https://github.com/EXYNOS-999/gameAI/invitations
11/07/21, Bodybuilder,http://ai.berkeley.edu/project_overview.html
11/07/21, Bodybuilder,https://evocraft.life/
11/07/21, Bodybuilder,https://evocraft.life
11/07/21, Bodybuilder,https://www.tim-taylor.com/selfrepbook/
11/07/21, Bodybuilder,https://deepmind.com/research/publications/episodic-curiosity-through-reachability
12/07/21, Bodybuilder,https://github.com/3dlg-hcvc/plan2scene
